van007,14.812741,120.355518,2025-05-13T10:00:00Z
van007,14.813017,120.354774,2025-05-13T10:00:30Z
van007,14.813241,120.354166,2025-05-13T10:01:00Z
van007,14.813502,120.353418,2025-05-13T10:01:30Z
van007,14.813798,120.352803,2025-05-13T10:02:00Z
van007,14.814047,120.352114,2025-05-13T10:02:30Z
van007,14.814289,120.351313,2025-05-13T10:03:00Z
van007,14.814421,120.350681,2025-05-13T10:03:30Z
van007,14.8147,120.350056,2025-05-13T10:04:00Z
van007,14.814924,120.349374,2025-05-13T10:04:30Z
van007,14.815257,120.348582,2025-05-13T10:05:00Z
van007,14.815532,120.347925,2025-05-13T10:05:30Z
van007,14.815746,120.347238,2025-05-13T10:06:00Z
van007,14.816044,120.346513,2025-05-13T10:06:30Z
van007,14.816173,120.34586,2025-05-13T10:07:00Z
van007,14.816467,120.34514,2025-05-13T10:07:30Z
van007,14.816694,120.344494,2025-05-13T10:08:00Z
van007,14.817027,120.343717,2025-05-13T10:08:30Z
van007,14.817287,120.343052,2025-05-13T10:09:00Z
van007,14.817459,120.342423,2025-05-13T10:09:30Z
van007,14.817742,120.341687,2025-05-13T10:10:00Z
van007,14.817983,120.340994,2025-05-13T10:10:30Z
van007,14.818268,120.340359,2025-05-13T10:11:00Z
van007,14.81844,120.339631,2025-05-13T10:11:30Z
van007,14.818759,120.338894,2025-05-13T10:12:00Z
van007,14.818932,120.338209,2025-05-13T10:12:30Z
van007,14.819283,120.337565,2025-05-13T10:13:00Z
van007,14.8194,120.336917,2025-05-13T10:13:30Z
van007,14.819707,120.336165,2025-05-13T10:14:00Z
van007,14.820024,120.335447,2025-05-13T10:14:30Z
van007,14.820181,120.334837,2025-05-13T10:15:00Z
van007,14.82051,120.334186,2025-05-13T10:15:30Z
van007,14.820734,120.333454,2025-05-13T10:16:00Z
van007,14.820922,120.332683,2025-05-13T10:16:30Z
van007,14.821182,120.331976,2025-05-13T10:17:00Z
van007,14.821423,120.331298,2025-05-13T10:17:30Z
van007,14.821716,120.330616,2025-05-13T10:18:00Z
van007,14.82193,120.329903,2025-05-13T10:18:30Z
van007,14.822187,120.329259,2025-05-13T10:19:00Z
van007,14.822406,120.328597,2025-05-13T10:19:30Z
van007,14.822764,120.327871,2025-05-13T10:20:00Z
van007,14.822953,120.327196,2025-05-13T10:20:30Z
van007,14.823196,120.326467,2025-05-13T10:21:00Z
van007,14.82338,120.325803,2025-05-13T10:21:30Z
van007,14.823769,120.325174,2025-05-13T10:22:00Z
van007,14.823979,120.324423,2025-05-13T10:22:30Z
van007,14.824168,120.323754,2025-05-13T10:23:00Z
van007,14.824517,120.323134,2025-05-13T10:23:30Z
van007,14.824646,120.322388,2025-05-13T10:24:00Z
van007,14.825004,120.321696,2025-05-13T10:24:30Z
van007,14.825222,120.320987,2025-05-13T10:25:00Z
van007,14.825502,120.32034,2025-05-13T10:25:30Z
van007,14.825701,120.319561,2025-05-13T10:26:00Z
van007,14.825928,120.318896,2025-05-13T10:26:30Z
van007,14.826184,120.318285,2025-05-13T10:27:00Z
van007,14.826377,120.317483,2025-05-13T10:27:30Z
van007,14.826702,120.316874,2025-05-13T10:28:00Z
van007,14.827002,120.316121,2025-05-13T10:28:30Z
van007,14.82712,120.315439,2025-05-13T10:29:00Z
van007,14.82743,120.314787,2025-05-13T10:29:30Z
van007,14.827627,120.314117,2025-05-13T10:30:00Z
van007,14.827892,120.313402,2025-05-13T10:30:30Z
van007,14.8282,120.312683,2025-05-13T10:31:00Z
van007,14.828493,120.312086,2025-05-13T10:31:30Z
van007,14.828633,120.311308,2025-05-13T10:32:00Z
van007,14.828914,120.310691,2025-05-13T10:32:30Z
van007,14.82915,120.309929,2025-05-13T10:33:00Z
van007,14.829499,120.309236,2025-05-13T10:33:30Z
van007,14.82962,120.308623,2025-05-13T10:34:00Z
van007,14.829921,120.307911,2025-05-13T10:34:30Z
van007,14.830222,120.30726,2025-05-13T10:35:00Z
van007,14.830471,120.306464,2025-05-13T10:35:30Z
van007,14.830665,120.305875,2025-05-13T10:36:00Z
van007,14.830874,120.305174,2025-05-13T10:36:30Z
van007,14.831115,120.304437,2025-05-13T10:37:00Z
van007,14.83142,120.30369,2025-05-13T10:37:30Z
van007,14.831743,120.303098,2025-05-13T10:38:00Z
van007,14.831988,120.302288,2025-05-13T10:38:30Z
van007,14.832112,120.3017,2025-05-13T10:39:00Z
van007,14.83248,120.300958,2025-05-13T10:39:30Z
van007,14.832678,120.300269,2025-05-13T10:40:00Z
van007,14.832955,120.299622,2025-05-13T10:40:30Z
van007,14.833123,120.298846,2025-05-13T10:41:00Z
van007,14.833425,120.298192,2025-05-13T10:41:30Z
van007,14.833713,120.297451,2025-05-13T10:42:00Z
van007,14.833887,120.296879,2025-05-13T10:42:30Z
van007,14.834159,120.296147,2025-05-13T10:43:00Z
van007,14.834342,120.295377,2025-05-13T10:43:30Z
van007,14.834728,120.294722,2025-05-13T10:44:00Z
van007,14.834908,120.294117,2025-05-13T10:44:30Z
van007,14.835218,120.293399,2025-05-13T10:45:00Z
van007,14.835409,120.292674,2025-05-13T10:45:30Z
van007,14.835623,120.292023,2025-05-13T10:46:00Z
van007,14.835876,120.291248,2025-05-13T10:46:30Z
