van007,14.807266,120.928759,2025-05-12T10:00:00Z
van007,14.809131,120.928395,2025-05-12T10:00:30Z
van007,14.810914,120.927969,2025-05-12T10:01:00Z
van007,14.812683,120.927596,2025-05-12T10:01:30Z
van007,14.814483,120.927282,2025-05-12T10:02:00Z
van007,14.816363,120.92685,2025-05-12T10:02:30Z
van007,14.818135,120.926435,2025-05-12T10:03:00Z
van007,14.820027,120.926195,2025-05-12T10:03:30Z
van007,14.821729,120.925678,2025-05-12T10:04:00Z
van007,14.823648,120.925328,2025-05-12T10:04:30Z
van007,14.825454,120.925041,2025-05-12T10:05:00Z
van007,14.827165,120.924587,2025-05-12T10:05:30Z
van007,14.829058,120.924277,2025-05-12T10:06:00Z
van007,14.830914,120.923866,2025-05-12T10:06:30Z
van007,14.832588,120.923493,2025-05-12T10:07:00Z
van007,14.834444,120.923139,2025-05-12T10:07:30Z
van007,14.836351,120.922738,2025-05-12T10:08:00Z
van007,14.838047,120.92228,2025-05-12T10:08:30Z
van007,14.839924,120.921898,2025-05-12T10:09:00Z
van007,14.841747,120.921544,2025-05-12T10:09:30Z
van007,14.843503,120.921231,2025-05-12T10:10:00Z
van007,14.845327,120.92084,2025-05-12T10:10:30Z
van007,14.847234,120.92044,2025-05-12T10:11:00Z
van007,14.848931,120.920115,2025-05-12T10:11:30Z
van007,14.850772,120.919673,2025-05-12T10:12:00Z
van007,14.852658,120.919232,2025-05-12T10:12:30Z
van007,14.854399,120.918948,2025-05-12T10:13:00Z
van007,14.856256,120.918585,2025-05-12T10:13:30Z
van007,14.857992,120.91816,2025-05-12T10:14:00Z
van007,14.859933,120.917729,2025-05-12T10:14:30Z
van007,14.861699,120.917473,2025-05-12T10:15:00Z
van007,14.863519,120.917084,2025-05-12T10:15:30Z
van007,14.865268,120.916604,2025-05-12T10:16:00Z
van007,14.867193,120.916249,2025-05-12T10:16:30Z
van007,14.869003,120.915943,2025-05-12T10:17:00Z
van007,14.870724,120.91558,2025-05-12T10:17:30Z
van007,14.872523,120.915104,2025-05-12T10:18:00Z
van007,14.87445,120.914805,2025-05-12T10:18:30Z
van007,14.876226,120.914371,2025-05-12T10:19:00Z
van007,14.878086,120.913955,2025-05-12T10:19:30Z
van007,14.879907,120.913682,2025-05-12T10:20:00Z
van007,14.881708,120.913295,2025-05-12T10:20:30Z
van007,14.883502,120.9128,2025-05-12T10:21:00Z
van007,14.885344,120.912467,2025-05-12T10:21:30Z
van007,14.887149,120.912158,2025-05-12T10:22:00Z
van007,14.888878,120.911781,2025-05-12T10:22:30Z
